ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
265956,2783,Morgane Martins,F,74,74,46,65,67,70,68,76,72,54,46,50,44,43,42,70,56,39,74,60,67,62,71,91,67,70,62,74,59,69,73,70,72,81,65,60,LB,3,3,Left,"155cm / 5'1""",50kg / 110lb,['LM'],28,Portugal,Arkema PL,FC Fleury 91,"['Anticipate', 'Block', 'Intercept', 'Jockey']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/morgane-martins/265956,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265956_en.webp
270895,2792,Eva Kouache,F,74,78,49,63,66,70,63,82,74,54,49,57,42,39,40,67,52,38,72,58,64,64,66,72,65,70,61,74,63,69,70,72,73,85,55,51,RB,3,2,Right,"163cm / 5'4""",53kg / 117lb,['RM'],26,France,Arkema PL,Havre AC,['Block'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eva-kouache/270895,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270895_en.webp
76998,2821,Josefine Rybrink,F,74,63,48,56,67,76,74,62,64,27,58,49,34,33,40,30,47,47,78,65,28,59,57,79,80,77,68,77,55,80,79,76,69,77,75,68,CB,3,2,Right,"168cm / 5'6""",60kg / 132lb,,28,Sweden,Barclays WSL,Spurs,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josefine-rybrink/76998,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76998_en.webp
268948,2823,María Molina,F,74,66,44,61,64,74,75,69,64,45,42,59,35,24,59,27,63,60,80,70,34,60,67,58,69,70,66,74,70,75,75,72,80,67,81,70,CB,2,2,Right,"173cm / 5'8""",64kg / 141lb,,25,Spain,Liga F Moeve,Real Sociedad,"['Intercept', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-molina/268948,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268948_en.webp
275968,2824,Regina van Eijk,F,74,73,72,68,76,22,73,23,21,11,12,51,13,11,19,17,21,12,16,14,15,13,22,25,71,14,19,15,12,13,11,14,40,26,30,14,GK,2,1,Right,"174cm / 5'9""",61kg / 134lb,,24,Holland,Nederland Vrouwen Liga,Ajax,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/regina-van-eijk/275968,73,72,68,73,76,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275968_en.webp
265948,2829,Célya Barclais,F,74,72,44,65,65,72,65,70,74,45,46,44,41,43,40,74,53,35,75,58,58,59,71,75,69,72,59,73,66,71,75,72,70,73,62,60,LB,3,2,Right,"162cm / 5'4""",60kg / 132lb,"['RB', 'CB', 'LM']",24,France,Liga F Moeve,Badalona Women,['Anticipate'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/celya-barclais/265948,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265948_en.webp
267379,2851,Belle Briede,F,74,46,67,69,74,66,58,49,44,74,66,67,73,53,62,51,77,64,76,70,55,73,73,69,76,77,76,70,54,65,70,65,52,73,50,63,CM,3,3,Right,"168cm / 5'6""",59kg / 130lb,['CAM'],27,United States,NWSL,Houston Dash,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/belle-briede/267379,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267379_en.webp
267322,2868,Nealy Martin,F,74,59,49,68,66,77,59,65,54,48,45,54,52,47,47,64,66,48,76,69,57,63,65,71,70,70,70,79,70,76,78,79,59,73,44,80,CDM,3,2,Right,"170cm / 5'7""",62kg / 137lb,"['CM', 'CB']",27,United States,NWSL,Angel City FC,"['Aerial Fortress', 'Intercept', 'Long Throw']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nealy-martin/267322,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267322_en.webp
267343,2869,Izzy Rodriguez,F,74,56,54,72,62,74,60,55,57,41,44,68,69,42,45,78,68,69,72,71,71,59,32,80,78,70,59,79,60,75,76,72,61,66,55,65,LB,3,3,Left,"160cm / 5'3""",57kg / 126lb,['LM'],26,United States,NWSL,KC Current,['Whipped Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/izzy-rodriguez/267343,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267343_en.webp
273255,2870,Imane Saoud,F,74,77,68,70,76,33,54,79,75,70,73,63,68,57,59,70,69,62,76,64,66,77,73,68,63,79,70,28,53,25,38,33,66,65,55,35,RW,4,3,Right,"170cm / 5'7""",58kg / 128lb,"['LW', 'RM']",23,Morocco,Arkema PL,FC Nantes,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/imane-saoud/273255,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273255_en.webp
265334,2888,Megan Finnigan,F,74,55,43,65,62,75,73,59,52,41,34,58,45,44,50,43,58,59,79,73,60,56,61,53,73,70,73,72,74,77,75,77,77,68,74,74,CB,3,2,Right,"174cm / 5'9""",59kg / 130lb,,28,England,Barclays WSL,Everton,['Block'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/megan-finnigan/265334,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265334_en.webp
269657,2893,Guðrún Arnardóttir,F,74,67,34,59,64,76,72,65,68,27,34,33,35,30,51,32,58,42,76,69,31,60,68,51,77,68,58,75,73,78,76,72,76,77,69,73,CB,3,2,Right,"171cm / 5'7""",68kg / 150lb,,30,Iceland,Sverige Liga,FC Rosengård,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gu-run-arnardottir/269657,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269657_en.webp
247530,2905,Emilie Nautnes,F,74,79,74,58,74,23,58,80,78,79,81,69,63,81,62,55,60,45,65,49,49,74,75,71,78,77,59,18,62,18,20,19,72,70,57,42,ST,3,3,Right,"168cm / 5'6""",65kg / 143lb,,27,Norway,Liga F Moeve,Madrid CFF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emilie-nautnes/247530,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247530_en.webp
266240,2906,Cortnee Vine,F,74,79,67,66,76,33,45,80,78,75,75,61,65,45,50,68,67,41,72,56,62,76,77,91,70,77,66,24,41,20,49,35,49,77,34,29,LW,3,3,Right,"165cm / 5'5""",60kg / 132lb,"['ST', 'LM']",27,Australia,NWSL,NC Courage,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cortnee-vine/266240,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266240_en.webp
273403,2915,Julia Stierli,F,74,55,48,52,55,75,74,55,55,30,54,56,36,23,59,31,39,25,76,56,30,42,55,60,71,69,62,76,73,77,75,71,79,60,81,71,CB,2,2,Left,"182cm / 6'0""",77kg / 170lb,,28,Switzerland,GPFBL,SC Freiburg,['Bruiser'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julia-stierli/273403,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273403_en.webp
265350,2918,Gemma Evans,F,74,36,47,60,63,77,75,32,40,54,41,63,45,42,47,40,56,52,70,72,52,58,56,67,70,68,77,80,75,78,76,73,68,78,74,77,CB,3,2,Left,"170cm / 5'7""",59kg / 130lb,,29,Wales,Barclays WSL,Liverpool,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gemma-evans/265350,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265350_en.webp
275813,2920,Diana Bartovičová,F,74,56,41,54,58,77,71,58,54,20,41,39,46,19,65,27,29,66,76,70,40,55,49,49,73,62,71,76,71,79,79,69,75,59,73,78,CB,3,2,Right,"173cm / 5'8""",61kg / 134lb,,32,Slovakia,Ceska Liga Žen,Slavia Praha,['Bruiser'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diana-bartovicova/275813,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275813_en.webp
272657,2923,Lisann Kaut,F,74,71,37,57,57,73,61,63,77,41,36,55,25,29,32,69,33,31,73,50,46,45,54,83,72,71,55,69,77,73,75,72,76,68,61,48,LB,2,2,Left,"173cm / 5'8""",61kg / 134lb,['LM'],25,Germany,GPFBL,TSG Hoffenheim,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisann-kaut/272657,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272657_en.webp
275525,2928,Luisa Guttenberger,F,74,55,42,55,57,76,68,52,58,24,39,50,42,28,60,44,37,38,75,59,34,48,39,61,73,70,68,76,73,77,76,74,71,65,69,69,CB,2,2,Right,"166cm / 5'5""",57kg / 126lb,,27,Germany,GPFBL,1. FC Nürnberg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luisa-guttenberger/275525,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275525_en.webp
268908,2938,Megan Reid,F,74,55,40,49,59,78,66,52,58,35,35,55,42,33,38,28,32,37,68,62,33,56,49,58,76,64,60,74,68,80,81,79,67,60,69,68,CB,2,2,Right,"173cm / 5'8""",67kg / 148lb,,26,Canada,NWSL,Angel City FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/megan-reid/268908,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268908_en.webp
267242,2957,Brianna Pinto,F,73,84,68,72,76,63,72,85,84,69,68,70,69,62,62,65,76,56,80,68,60,73,80,72,77,80,68,71,68,45,71,67,83,67,72,76,ST,4,3,Right,"165cm / 5'5""",56kg / 123lb,"['LM', 'LW']",25,United States,NWSL,NC Courage,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brianna-pinto/267242,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267242_en.webp
270619,2984,Salomé Elisor,F,73,71,67,72,74,65,76,73,69,68,65,75,68,55,58,59,79,58,78,75,65,74,70,68,67,77,76,66,75,65,64,57,83,69,74,87,CM,4,2,Right,"174cm / 5'9""",62kg / 137lb,['CDM'],29,France,Arkema PL,Marseille,"['Bruiser', 'First Touch', 'Press Proven']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/salome-elisor/270619,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270619_en.webp
270612,2997,Silke Demeyere,F,73,74,67,70,76,69,66,70,77,66,65,75,70,51,63,71,67,68,71,69,72,78,81,90,66,73,68,68,61,70,72,67,63,84,51,80,LB,3,3,Left,"158cm / 5'2""",48kg / 106lb,"['CM', 'LM']",33,Belgium,Arkema PL,Havre AC,"['Block', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/silke-demeyere/270612,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270612_en.webp
276771,2998,Malou Marcetto,F,73,71,69,71,72,69,70,74,69,68,66,78,73,53,66,67,73,63,76,69,63,72,69,54,71,77,67,72,62,70,69,63,76,71,71,64,CM,3,3,Right,"178cm / 5'10""",66kg / 146lb,"['CDM', 'CAM']",22,Denmark,Liga F Moeve,Madrid CFF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/malou-marcetto/276771,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276771_en.webp
275395,3017,Maïté Boucly,F,73,73,67,72,72,67,69,69,76,73,60,80,73,57,67,70,68,67,77,69,72,75,58,54,69,76,67,67,66,65,69,67,72,80,67,59,LM,2,3,Left,"175cm / 5'9""",55kg / 121lb,"['LB', 'LW']",24,France,Arkema PL,Havre AC,['Dead Ball'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maite-boucly/275395,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275395_en.webp
275932,3023,Pauleta,F,73,67,71,74,71,70,66,64,70,73,67,80,76,58,65,68,76,57,79,75,71,73,62,59,71,74,72,74,68,69,71,66,70,72,63,65,CDM,3,3,Right,"171cm / 5'7""",61kg / 134lb,['CM'],28,Spain,Liga Portugal Feminino,SL Benfica,['Power Shot'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pauleta/275932,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275932_en.webp
73025,3024,Taylor Ziemer,F,73,74,71,68,73,60,72,71,77,75,73,70,71,64,65,49,72,62,76,69,66,74,66,53,78,76,72,72,63,45,68,53,76,77,72,65,ST,2,2,Right,"175cm / 5'9""",61kg / 134lb,"['CM', 'CAM']",27,United States,GPFBL,1. FC Köln,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/taylor-ziemer/73025,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73025_en.webp
275587,3036,Esperanza Pizarro,F,73,69,74,74,72,60,69,69,69,77,74,73,77,66,61,72,76,71,75,73,66,72,70,73,65,75,71,60,64,54,69,50,74,74,71,54,CM,3,3,Right,"162cm / 5'4""",52kg / 115lb,"['ST', 'CAM']",24,Uruguay,Liga F Moeve,RC Deportivo,"['Aerial Fortress', 'Dead Ball', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esperanza-pizarro/275587,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275587_en.webp
265034,3048,Carlotta Wamser,F,73,73,66,65,70,71,72,74,73,71,66,68,63,63,62,67,63,56,71,59,58,68,77,60,74,71,68,72,73,70,71,65,80,72,70,73,RB,3,3,Right,"167cm / 5'6""",60kg / 132lb,"['ST', 'RM']",22,Germany,GPFBL,Leverkusen,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlotta-wamser/265034,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265034_en.webp
271893,3049,Bruninha,F,73,77,57,69,76,69,69,76,78,60,46,71,69,59,45,73,64,67,69,70,73,76,76,82,68,77,66,65,67,73,68,71,81,69,76,49,RB,3,2,Right,"157cm / 5'2""",61kg / 134lb,['RM'],23,Brazil,NWSL,Gotham FC,"['Long Throw', 'Press Proven', 'Tiki Taka']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruninha/271893,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271893_en.webp
265234,3059,Shannon O'Brien,F,73,71,70,60,77,67,71,71,71,79,69,75,69,62,57,48,78,45,68,43,51,82,73,64,74,76,58,69,70,67,67,64,78,59,74,76,ST,3,3,Right,"171cm / 5'7""",64kg / 141lb,"['LM', 'RM', 'CAM']",24,England,Barclays WSL,Leicester City,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shannon-o-brien/265234,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265234_en.webp
277039,3070,Alara Şehitler,F,73,70,73,72,73,59,68,67,73,72,74,74,76,57,67,69,74,68,74,70,68,72,73,66,68,77,69,59,51,55,66,54,68,64,74,57,RM,3,3,Left,"174cm / 5'9""",60kg / 132lb,"['CAM', 'RW']",19,Germany,GPFBL,FC Bayern München,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alara-sehitler/277039,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277039_en.webp
277812,3081,Danique Noordman,F,73,71,66,72,71,68,66,72,70,68,69,64,66,54,58,70,73,52,76,74,58,71,70,64,72,75,63,70,60,66,73,58,71,72,64,60,CM,2,3,Right,"168cm / 5'6""",59kg / 130lb,['LB'],22,Holland,Nederland Vrouwen Liga,Ajax,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/danique-noordman/277812,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277812_en.webp
269213,3109,Romane Enguehard,F,73,71,66,68,74,68,64,64,76,70,69,62,64,59,61,65,66,58,74,67,63,75,72,71,69,76,68,73,45,65,74,71,57,83,58,55,LB,3,3,Right,"163cm / 5'4""",54kg / 119lb,"['RB', 'CM', 'RM']",26,France,Arkema PL,Havre AC,"['Jockey', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/romane-enguehard/269213,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269213_en.webp
272137,3110,Sara Ortega,F,73,79,71,69,74,55,63,78,79,69,74,68,71,65,55,68,64,63,76,65,62,75,76,79,63,74,61,45,51,61,58,52,69,73,63,50,LM,3,3,Right,"154cm / 5'1""",48kg / 106lb,"['LW', 'RM', 'LB']",21,Spain,Liga F Moeve,Athletic Club,['Rapid'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sara-ortega/272137,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272137_en.webp
272826,3111,Ary Borges,F,73,72,74,68,76,63,58,71,73,74,75,74,72,72,71,56,69,66,74,70,61,76,72,78,73,78,64,67,67,46,73,70,68,75,54,45,CM,3,3,Right,"165cm / 5'5""",60kg / 132lb,['CDM'],26,Brazil,NWSL,Rac. Louisville,"['Press Proven', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ary-borges/272826,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272826_en.webp
272085,3118,Berta Pujadas,F,73,74,65,63,59,72,77,68,78,65,62,72,65,65,55,45,48,60,80,65,70,45,71,72,70,70,70,75,70,75,70,65,80,78,81,65,CB,3,2,Right,"172cm / 5'8""",66kg / 146lb,,25,Spain,Liga F Moeve,Badalona Women,['Slide Tackle'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/berta-pujadas/272085,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272085_en.webp
277951,3133,Lily Yohannes,F,73,69,68,68,76,63,65,69,69,70,72,64,68,54,58,57,73,56,74,70,59,77,77,67,73,79,63,68,56,56,69,58,66,73,61,63,CM,2,2,Right,"174cm / 5'9""",59kg / 130lb,,18,United States,Arkema PL,OL Lyonnes,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lily-yohannes/277951,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277951_en.webp
76201,3134,Ella Peddemors,F,73,69,66,68,71,69,65,71,68,67,66,67,67,58,62,50,72,56,76,74,61,68,66,76,73,75,70,68,58,68,73,69,67,75,59,68,CM,3,2,Right,"172cm / 5'8""",60kg / 132lb,,23,Holland,GPFBL,VfL Wolfsburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ella-peddemors/76201,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76201_en.webp
264935,3148,Cara Bösl,F,73,73,74,76,71,45,69,48,41,6,8,57,15,8,20,8,54,24,20,15,14,14,46,56,69,32,56,10,6,13,12,12,59,31,56,19,GK,3,1,Right,"173cm / 5'8""",66kg / 146lb,,29,Germany,GPFBL,Union Berlin,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cara-bosl/264935,73,74,76,69,71,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264935_en.webp
271845,3149,Alena Bienz,F,73,77,71,68,72,50,70,78,76,77,72,72,72,63,54,67,67,50,72,67,62,73,68,72,73,74,63,47,65,39,58,52,79,73,71,59,LM,2,3,Right,"167cm / 5'6""",61kg / 134lb,"['ST', 'LW']",23,Switzerland,GPFBL,SC Freiburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alena-bienz/271845,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271845_en.webp
246235,3157,Lucy Staniforth,F,73,75,66,71,77,63,55,78,73,71,66,68,69,53,53,60,71,64,78,72,64,75,82,81,75,77,75,73,45,59,68,60,57,70,46,56,CM,3,3,Right,"157cm / 5'2""",54kg / 119lb,"['CAM', 'CDM']",33,England,Barclays WSL,Aston Villa,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucy-staniforth/246235,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246235_en.webp
264058,3160,Rebecka Blomqvist,F,73,77,70,69,78,46,67,76,77,73,72,72,64,72,65,67,68,65,73,68,63,75,83,80,73,81,70,42,72,33,51,48,83,67,71,52,ST,3,3,Right,"167cm / 5'6""",58kg / 128lb,['CM'],28,Sweden,GPFBL,Frankfurt,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rebecka-blomqvist/264058,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264058_en.webp
265124,3161,Rieke Dieckmann,F,73,64,67,72,70,64,70,72,58,76,69,68,65,59,54,65,73,64,78,74,64,71,51,78,70,74,73,67,52,65,64,65,71,70,73,62,CM,2,3,Left,"167cm / 5'6""",59kg / 130lb,['CDM'],29,Germany,GPFBL,SV Werder Bremen,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rieke-dieckmann/265124,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265124_en.webp
271952,3164,Laura Vogt,F,73,68,65,65,68,76,65,72,65,69,65,63,67,57,61,44,68,55,74,70,63,63,63,80,75,75,66,78,62,76,79,78,66,81,54,74,CB,2,2,Right,"161cm / 5'3""",57kg / 126lb,['CDM'],24,Germany,GPFBL,1. FC Köln,['Slide Tackle'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laura-vogt/271952,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271952_en.webp
272202,3165,Iris Arnaiz,F,73,68,60,67,65,73,74,68,68,69,52,79,58,60,62,62,63,55,73,68,62,57,69,67,75,73,72,74,73,72,74,71,80,77,74,71,CDM,3,3,Right,"167cm / 5'6""",60kg / 132lb,"['CM', 'CB']",31,Spain,Liga F Moeve,Sevilla FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iris-arnaiz/272202,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272202_en.webp
265292,3174,Maisie Symonds,F,73,68,67,70,73,64,64,73,63,73,68,71,68,60,48,54,74,47,78,77,59,74,68,73,65,76,60,66,49,58,73,68,68,58,71,52,CM,3,3,Right,"173cm / 5'8""",65kg / 143lb,['CDM'],23,England,Barclays WSL,Brighton,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maisie-symonds/265292,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265292_en.webp
267332,3176,Kate Del Fava,F,73,72,49,69,70,74,72,72,72,58,48,54,49,43,41,70,63,51,75,66,66,68,62,61,77,76,67,75,66,74,77,75,77,75,72,65,CB,3,3,Right,"173cm / 5'8""",57kg / 126lb,,27,United States,NWSL,Utah Royals FC,"['Aerial Fortress', 'Precision Header']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kate-del-fava/267332,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267332_en.webp
272038,3177,Paula Perea,F,73,71,49,69,70,70,77,72,70,69,45,61,40,37,55,73,70,48,73,65,49,69,66,67,74,72,65,74,60,73,68,64,78,75,77,81,LB,3,3,Left,"157cm / 5'2""",52kg / 115lb,['LM'],29,Spain,Liga F Moeve,RCD Espanyol,"['Block', 'Bruiser', 'Intercept', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paula-perea/272038,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272038_en.webp
79520,3184,Naomi Luyet,F,73,79,70,68,76,51,60,76,81,67,70,71,74,67,65,70,68,66,67,66,69,79,77,72,62,77,64,53,64,44,54,43,71,67,57,54,LM,4,4,Right,"167cm / 5'6""",58kg / 128lb,"['RM', 'LW']",20,Switzerland,GPFBL,TSG Hoffenheim,"['Gamechanger', 'Inventive']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/naomi-luyet/79520,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79520_en.webp
265123,3193,Ricarda Walkling,F,73,64,63,69,71,67,70,63,65,74,59,66,69,59,63,60,72,55,74,72,71,70,65,74,74,73,67,73,54,65,72,63,64,78,68,68,CM,3,3,Right,"160cm / 5'3""",55kg / 121lb,,29,Germany,GPFBL,SV Werder Bremen,['Rapid'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ricarda-walkling/265123,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265123_en.webp
265840,3194,Cyrielle Blanc,F,73,55,64,69,71,69,76,37,70,73,69,57,66,49,53,55,71,49,78,74,58,72,67,49,72,74,68,72,51,67,76,66,62,73,83,68,CM,3,3,Right,"176cm / 5'9""",66kg / 146lb,['CDM'],23,France,Arkema PL,Montpellier,['Aerial Fortress'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cyrielle-blanc/265840,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265840_en.webp
274754,3196,Ana Vitória,F,73,72,66,72,76,54,64,72,72,72,71,63,60,57,64,70,71,63,78,67,62,76,74,76,75,77,81,43,67,40,68,61,73,68,62,64,CAM,3,3,Right,"173cm / 5'8""",65kg / 143lb,['CM'],26,Brazil,Liga F Moeve,Atlético de Madrid,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ana-vitoria/274754,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274754_en.webp
79449,3197,Smilla Vallotto,F,73,68,66,73,73,61,62,67,69,65,66,66,67,57,67,65,75,64,78,74,65,72,76,73,68,76,68,65,52,62,64,53,61,74,58,58,CM,4,3,Right,"172cm / 5'8""",64kg / 141lb,"['CAM', 'CDM']",22,Switzerland,GPFBL,VfL Wolfsburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/smilla-vallotto/79449,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79449_en.webp
273280,3205,Marit Bratberg Lund,F,73,66,67,70,64,71,65,63,68,58,66,76,66,47,70,74,62,70,73,69,65,61,59,72,68,68,61,71,68,69,74,74,69,72,63,62,LB,2,3,Left,"167cm / 5'6""",58kg / 128lb,"['CB', 'LM']",28,Norway,Liga Portugal Feminino,SL Benfica,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marit-bratberg-lund/273280,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273280_en.webp
261863,3217,Lisa Lichtfus,F,73,69,75,68,76,43,71,41,47,9,9,51,8,9,12,12,34,11,25,21,14,15,44,47,67,17,33,13,12,12,13,11,52,36,45,18,GK,3,1,Right,"172cm / 5'8""",60kg / 132lb,,26,Belgium,Arkema PL,Havre AC,"['Cross Claimer', 'Deflector']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lisa-lichtfus/261863,69,75,68,71,76,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261863_en.webp
272342,3218,Rebecca Adamczyk,F,73,71,67,72,75,44,73,45,43,8,6,54,5,8,14,11,45,12,20,24,14,13,44,46,72,13,36,11,14,7,10,14,48,21,32,28,GK,1,1,Right,"179cm / 5'10""",66kg / 146lb,,20,Germany,GPFBL,SC Freiburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rebecca-adamczyk/272342,71,67,72,73,75,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272342_en.webp
